id,daireKurul,esasNo,kararNo,kararTarihi
1088624100,4. Daire,2023/10451,2024/3525,29.05.2024
1088706600,4. Daire,2023/10996,2024/3530,29.05.2024
1088624300,4. Daire,2023/10489,2024/3527,29.05.2024
1088624400,4. Daire,2023/10507,2024/3529,29.05.2024
1088649300,4. Daire,2023/10450,2024/3524,29.05.2024
1089134600,İdare Dava Daireleri Kurulu,2023/252,2024/1210,29.05.2024
1089719200,4. Daire,2023/10502,2024/3528,29.05.2024
1089911900,4. Daire,2024/915,2024/3531,29.05.2024
1089693600,3. Daire,2024/2014,2024/3552,29.05.2024
1089910100,3. Daire,2024/798,2024/3593,29.05.2024
1089573500,4. Daire,2023/9383,2024/3491,29.05.2024
1091373900,3. Daire,2023/10724,2024/3566,29.05.2024
1091374000,3. Daire,2023/6825,2024/3583,29.05.2024
1091374100,3. Daire,2023/6826,2024/3585,29.05.2024
1071571100,6. Daire,2020/9507,2024/3312,28.05.2024
1071570600,6. Daire,2020/8858,2024/3313,28.05.2024
1071569100,6. Daire,2020/2890,2024/3314,28.05.2024
1071569400,6. Daire,2020/6401,2024/3297,28.05.2024
1071613200,6. Daire,2020/10412,2024/3311,28.05.2024
1071570400,6. Daire,2020/8152,2024/3315,28.05.2024
1071570000,6. Daire,2020/7607,2024/3298,28.05.2024
1076129600,7. Daire,2023/1075,2024/2715,28.05.2024
1076129700,7. Daire,2024/80,2024/2732,28.05.2024
1075846800,7. Daire,2022/4267,2024/2734,28.05.2024
1076322200,7. Daire,2023/275,2024/2727,28.05.2024
1076616000,8. Daire,2021/6808,2024/3246,28.05.2024
1076322100,7. Daire,2023/1561,2024/2726,28.05.2024
1076924100,7. Daire,2023/2147,2024/2717,28.05.2024
1076924000,7. Daire,2023/579,2024/2725,28.05.2024
1076924200,7. Daire,2023/1954,2024/2760,28.05.2024
1076845400,7. Daire,2022/2467,2024/2746,28.05.2024
1076923400,7. Daire,2023/432,2024/2735,28.05.2024
1076923900,7. Daire,2023/2787,2024/2761,28.05.2024
1076923800,7. Daire,2023/3661,2024/2716,28.05.2024
1076923200,7. Daire,2022/1867,2024/2744,28.05.2024
1076845100,7. Daire,2023/3731,2024/2762,28.05.2024
1076845000,7. Daire,2023/2568,2024/2767,28.05.2024
1076845900,7. Daire,2023/3275,2024/2768,28.05.2024
1076846000,7. Daire,2022/1868,2024/2739,28.05.2024
1076858100,7. Daire,2023/2593,2024/2740,28.05.2024
1078038700,7. Daire,2023/276,2024/2728,28.05.2024
1078212400,7. Daire,2023/585,2024/2731,28.05.2024
1077939600,8. Daire,2021/6131,2024/3218,28.05.2024
1077939500,8. Daire,2021/6314,2024/3222,28.05.2024
1078212200,7. Daire,2023/582,2024/2730,28.05.2024
1078042700,7. Daire,2023/2149,2024/2729,28.05.2024
1078260900,8. Daire,2023/1941,2024/3225,28.05.2024
1078261000,8. Daire,2022/4881,2024/3260,28.05.2024
1078260700,8. Daire,2022/838,2024/3229,28.05.2024
1078502800,8. Daire,2023/4729,2024/3224,28.05.2024
1078536000,8. Daire,2022/4224,2024/3262,28.05.2024
1078536200,8. Daire,2020/2953,2024/3247,28.05.2024
1078535700,8. Daire,2023/4217,2024/3228,28.05.2024
1079068800,8. Daire,2022/3372,2024/3250,28.05.2024
1080025600,10. Daire,2020/1817,2024/2192,28.05.2024
1080026000,10. Daire,2020/1887,2024/2191,28.05.2024
1080025800,10. Daire,2020/1721,2024/2193,28.05.2024
1081067400,8. Daire,2024/631,2024/3219,28.05.2024
1081547900,10. Daire,2020/1620,2024/2213,28.05.2024
1081759100,10. Daire,2020/161,2024/2211,28.05.2024
1082171700,9. Daire,2023/6512,2024/3089,28.05.2024
1082171100,10. Daire,2020/1754,2024/2198,28.05.2024
1082191400,10. Daire,2020/1754,2024/2198,28.05.2024
1082219400,8. Daire,2024/1493,2024/3254,28.05.2024
1082219600,8. Daire,2023/3906,2024/3217,28.05.2024
1082170100,10. Daire,2023/75,2024/2212,28.05.2024
1082172100,9. Daire,2023/6520,2024/3090,28.05.2024
1082219200,8. Daire,2022/4759,2024/3242,28.05.2024
1080342700,7. Daire,2023/2528,2024/2766,28.05.2024
1080342500,7. Daire,2023/2023,2024/2765,28.05.2024
1080822400,10. Daire,2020/1834,2024/2196,28.05.2024
1080822700,10. Daire,2020/1973,2024/2195,28.05.2024
1080822500,10. Daire,2020/1673,2024/2194,28.05.2024
1080822600,10. Daire,2020/1719,2024/2189,28.05.2024
1086694300,4. Daire,2023/4915,2024/3443,28.05.2024
1086695600,4. Daire,2023/13300,2024/3457,28.05.2024
1086910400,4. Daire,2023/5330,2024/3462,28.05.2024
1086910200,4. Daire,2023/6037,2024/3464,28.05.2024
1086910300,4. Daire,2023/5139,2024/3461,28.05.2024
1086909900,4. Daire,2023/6075,2024/3463,28.05.2024
1086910000,4. Daire,2023/9224,2024/3479,28.05.2024
1086910100,4. Daire,2023/12315,2024/3480,28.05.2024
1086934200,4. Daire,2023/4706,2024/3454,28.05.2024
1086934000,4. Daire,2023/8824,2024/3476,28.05.2024
1086934100,4. Daire,2023/5782,2024/3465,28.05.2024
1086909500,4. Daire,2023/5640,2024/3485,28.05.2024
1086909300,4. Daire,2023/5089,2024/3460,28.05.2024
1082690700,7. Daire,2023/1335,2024/2764,28.05.2024
1082690800,7. Daire,2022/1144,2024/2736,28.05.2024
1082690600,7. Daire,2022/4231,2024/2733,28.05.2024
1082690500,7. Daire,2024/221,2024/2743,28.05.2024
1082498500,7. Daire,2023/1252,2024/2763,28.05.2024
1082517600,10. Daire,2020/2023,2024/2190,28.05.2024
1082494600,8. Daire,2022/4715,2024/3255,28.05.2024
1082494900,8. Daire,2022/4736,2024/3257,28.05.2024
1082590700,10. Daire,2020/885,2024/2197,28.05.2024
1082590600,10. Daire,2020/1756,2024/2200,28.05.2024
1082590800,10. Daire,2020/1755,2024/2199,28.05.2024
1082710600,10. Daire,2020/1278,2024/2188,28.05.2024
1082729100,9. Daire,2023/4470,2024/3061,28.05.2024
1082705200,10. Daire,2020/1830,2024/2201,28.05.2024
1082705100,10. Daire,2021/688,2024/2202,28.05.2024
1084091100,2. Daire,2024/822,2024/3258,28.05.2024
1083615000,2. Daire,2023/3199,2024/3242,28.05.2024
1083615100,2. Daire,2022/4218,2024/3249,28.05.2024
1083726300,4. Daire,2023/13761,2024/3453,28.05.2024
1084609600,4. Daire,2023/5797,2024/3440,28.05.2024
1085083100,3. Daire,2024/2549,2024/3505,28.05.2024
1085083300,3. Daire,2023/5187,2024/3495,28.05.2024
1085082700,3. Daire,2024/2548,2024/3504,28.05.2024
1085082500,3. Daire,2022/1149,2024/3487,28.05.2024
1087697600,3. Daire,2023/5950,2024/3477,28.05.2024
1087697700,3. Daire,2023/3587,2024/3478,28.05.2024
1087697400,3. Daire,2024/824,2024/3499,28.05.2024
1087697800,3. Daire,2022/2025,2024/3498,28.05.2024
1087698000,3. Daire,2024/1167,2024/3474,28.05.2024
1087698100,3. Daire,2021/438,2024/3497,28.05.2024
1087698200,3. Daire,2023/10454,2024/3543,28.05.2024
1089545100,3. Daire,2023/3108,2024/3479,28.05.2024
1089913100,13. Daire,2024/1301,2024/2419,28.05.2024
1089693700,3. Daire,2024/378,2024/3511,28.05.2024
1089838700,2. Daire,2018/496,2024/3265,28.05.2024
1089838600,2. Daire,2018/363,2024/3270,28.05.2024
1089838400,2. Daire,2018/1926,2024/3241,28.05.2024
1089910800,3. Daire,2023/6424,2024/3512,28.05.2024
1089910900,3. Daire,2024/2367,2024/3506,28.05.2024
1089911000,3. Daire,2024/805,2024/3544,28.05.2024
1090353000,2. Daire,2022/3008,2024/3238,28.05.2024
1070977600,İdare Dava Daireleri Kurulu,2024/488,2024/1192,27.05.2024
1070976800,İdare Dava Daireleri Kurulu,2023/2281,2024/1196,27.05.2024
1070959100,İdare Dava Daireleri Kurulu,2023/376,2024/1177,27.05.2024
1070977400,İdare Dava Daireleri Kurulu,2023/1611,2024/1179,27.05.2024
1070979100,İdare Dava Daireleri Kurulu,2023/1644,2024/1184,27.05.2024
1072152700,İdare Dava Daireleri Kurulu,2024/605,2024/1171,27.05.2024
1072150100,İdare Dava Daireleri Kurulu,2024/607,2024/1172,27.05.2024
1073085400,7. Daire,2023/597,2024/2704,27.05.2024
1073086500,7. Daire,2023/1534,2024/2705,27.05.2024
1076858200,7. Daire,2023/3832,2024/2701,27.05.2024
1076924600,7. Daire,2023/3829,2024/2698,27.05.2024
1076924300,7. Daire,2023/3827,2024/2696,27.05.2024
1076923500,7. Daire,2023/3831,2024/2700,27.05.2024
1076923600,7. Daire,2023/3830,2024/2699,27.05.2024
1076923100,7. Daire,2023/3689,2024/2682,27.05.2024
1076857900,7. Daire,2023/3833,2024/2702,27.05.2024
1077075400,7. Daire,2022/4809,2024/2703,27.05.2024
1079981200,7. Daire,2023/3690,2024/2683,27.05.2024
1079981300,7. Daire,2023/3815,2024/2684,27.05.2024
1079982200,7. Daire,2023/3817,2024/2686,27.05.2024
1079982100,7. Daire,2023/3816,2024/2685,27.05.2024
1081292500,10. Daire,2020/4884,2024/2160,27.05.2024
1081547600,10. Daire,2020/360,2024/2168,27.05.2024
1081547800,10. Daire,2020/4247,2024/2183,27.05.2024
1081695900,10. Daire,2020/4398,2024/2163,27.05.2024
1081695700,10. Daire,2020/359,2024/2169,27.05.2024
1081759200,10. Daire,2024/2238,2024/2149,27.05.2024
1080802500,7. Daire,2023/3825,2024/2694,27.05.2024
1080802400,7. Daire,2023/3826,2024/2695,27.05.2024
1080802200,7. Daire,2023/3821,2024/2690,27.05.2024
1080802300,7. Daire,2023/3822,2024/2691,27.05.2024
1080405300,7. Daire,2023/3818,2024/2687,27.05.2024
1080724800,7. Daire,2023/3820,2024/2689,27.05.2024
1080724700,7. Daire,2023/3819,2024/2688,27.05.2024
1080799900,7. Daire,2023/3824,2024/2693,27.05.2024
1080800000,7. Daire,2023/3823,2024/2692,27.05.2024
1080800700,7. Daire,2023/3828,2024/2697,27.05.2024
1086694200,4. Daire,2023/5241,2024/3380,27.05.2024
1086693800,4. Daire,2023/5053,2024/3394,27.05.2024
1086497600,4. Daire,2023/12483,2024/3402,27.05.2024
1086694700,4. Daire,2023/5098,2024/3427,27.05.2024
1086694800,4. Daire,2023/6071,2024/3432,27.05.2024
1086186500,2. Daire,2021/16645,2024/3219,27.05.2024
1086909800,4. Daire,2023/5086,2024/3431,27.05.2024
1086909600,4. Daire,2023/5218,2024/3423,27.05.2024
1086909400,4. Daire,2023/4645,2024/3422,27.05.2024
1082690400,7. Daire,2023/1535,2024/2706,27.05.2024
1084047100,10. Daire,2020/4942,2024/2186,27.05.2024
1083726100,4. Daire,2023/6308,2024/3381,27.05.2024
1083726200,4. Daire,2023/6074,2024/3395,27.05.2024
1084211300,2. Daire,2021/1010,2024/3217,27.05.2024
1084210900,2. Daire,2021/8644,2024/3220,27.05.2024
1084908900,3. Daire,2024/1989,2024/3402,27.05.2024
1084908600,3. Daire,2024/2018,2024/3411,27.05.2024
1084436000,2. Daire,2021/2679,2024/3202,27.05.2024
1084909200,3. Daire,2024/1754,2024/3396,27.05.2024
1085081300,3. Daire,2023/4879,2024/3429,27.05.2024
1085082800,3. Daire,2023/5095,2024/3437,27.05.2024
1085087400,2. Daire,2021/9384,2024/3203,27.05.2024
1085087500,2. Daire,2021/9457,2024/3209,27.05.2024
1085087800,2. Daire,2021/9242,2024/3218,27.05.2024
1085087700,2. Daire,2021/7159,2024/3213,27.05.2024
1085088000,2. Daire,2021/7295,2024/3204,27.05.2024
1085087900,2. Daire,2021/7301,2024/3210,27.05.2024
1085087600,2. Daire,2021/8055,2024/3212,27.05.2024
1085088100,2. Daire,2021/7959,2024/3211,27.05.2024
1085738400,4. Daire,2023/5015,2024/3393,27.05.2024
1085929300,4. Daire,2023/4795,2024/3421,27.05.2024
1085929200,4. Daire,2023/6422,2024/3409,27.05.2024
1087697300,3. Daire,2024/1165,2024/3448,27.05.2024
1087699200,3. Daire,2023/4067,2024/3428,27.05.2024
1087699100,3. Daire,2023/5550,2024/3403,27.05.2024
1087699000,3. Daire,2024/2616,2024/3390,27.05.2024
1089912800,13. Daire,2024/115,2024/2396,27.05.2024
1089909400,İdare Dava Daireleri Kurulu,2024/169,2024/1178,27.05.2024
1089909500,İdare Dava Daireleri Kurulu,2024/612,2024/1174,27.05.2024
1089909600,İdare Dava Daireleri Kurulu,2024/613,2024/1175,27.05.2024
1089909300,İdare Dava Daireleri Kurulu,2023/458,2024/1182,27.05.2024
1089840300,13. Daire,2024/652,2024/2399,27.05.2024
1089840400,13. Daire,2024/657,2024/2400,27.05.2024
1089909200,İdare Dava Daireleri Kurulu,2022/3842,2024/1183,27.05.2024
1077573900,8. Daire,2021/90,2024/3195,24.05.2024
1078091500,8. Daire,2021/923,2024/3198,24.05.2024
1078091600,8. Daire,2021/6414,2024/3194,24.05.2024
1078091300,8. Daire,2021/1471,2024/3213,24.05.2024
1078091400,8. Daire,2021/1133,2024/3197,24.05.2024
1077939400,8. Daire,2021/5779,2024/3208,24.05.2024
1077938300,8. Daire,2021/7720,2024/3214,24.05.2024
1078613000,8. Daire,2022/6291,2024/3160,24.05.2024
1078623200,8. Daire,2022/4456,2024/3167,24.05.2024
1078623100,8. Daire,2022/4170,2024/3159,24.05.2024
1078622900,8. Daire,2022/4984,2024/3164,24.05.2024
1078859800,8. Daire,2023/1570,2024/3161,24.05.2024
1078859900,8. Daire,2022/6653,2024/3156,24.05.2024
1079068700,8. Daire,2023/3483,2024/3163,24.05.2024
1079067800,8. Daire,2023/3290,2024/3162,24.05.2024
1086497200,3. Daire,2023/1249,2024/3385,24.05.2024
1086497300,3. Daire,2021/953,2024/3388,24.05.2024
1082494700,8. Daire,2022/4453,2024/3166,24.05.2024
1084908700,3. Daire,2023/8028,2024/3387,24.05.2024
1085125400,3. Daire,2023/9187,2024/3384,24.05.2024
1085082000,3. Daire,2023/3712,2024/3364,24.05.2024
1085082100,3. Daire,2023/4874,2024/3362,24.05.2024
1087699300,3. Daire,2023/9103,2024/3365,24.05.2024
1087698800,3. Daire,2023/1248,2024/3386,24.05.2024
1087698900,3. Daire,2021/1706,2024/3389,24.05.2024
1070957900,İdare Dava Daireleri Kurulu,2022/3215,2024/1166,23.05.2024
1070959700,İdare Dava Daireleri Kurulu,2023/922,2024/1158,23.05.2024
1072151300,İdare Dava Daireleri Kurulu,2023/821,2024/1157,23.05.2024
1071570900,6. Daire,2020/9272,2024/3254,23.05.2024
1071569600,6. Daire,2020/6436,2024/3255,23.05.2024
1071612800,6. Daire,2020/9536,2024/3256,23.05.2024
1072529200,6. Daire,2020/4753,2024/3263,23.05.2024
1072529800,6. Daire,2020/7764,2024/3239,23.05.2024
1072535500,6. Daire,2022/7835,2024/3243,23.05.2024
1072535000,6. Daire,2022/7834,2024/3244,23.05.2024
1072540500,6. Daire,2023/7875,2024/3258,23.05.2024
1077371200,8. Daire,2020/4979,2024/3142,23.05.2024
1075829100,8. Daire,2020/4846,2024/3151,23.05.2024
1078623000,8. Daire,2022/3716,2024/3132,23.05.2024
1078622800,8. Daire,2022/4333,2024/3105,23.05.2024
1078866400,8. Daire,2022/7604,2024/3122,23.05.2024
1078860100,8. Daire,2022/7603,2024/3119,23.05.2024
1078860000,8. Daire,2023/6800,2024/3129,23.05.2024
1078860300,8. Daire,2023/2277,2024/3113,23.05.2024
1081695600,10. Daire,2021/2873,2024/2137,23.05.2024
1082219300,8. Daire,2022/4311,2024/3135,23.05.2024
1082219500,8. Daire,2022/4095,2024/3106,23.05.2024
1082169900,10. Daire,2023/4484,2024/2127,23.05.2024
1082190400,10. Daire,2023/4484,2024/2127,23.05.2024
1086694000,4. Daire,2024/1339,2024/3352,23.05.2024
1086190000,2. Daire,2022/3654,2024/3194,23.05.2024
1086190100,2. Daire,2022/3589,2024/3195,23.05.2024
1086190200,2. Daire,2021/17134,2024/3192,23.05.2024
1086189800,2. Daire,2022/3321,2024/3193,23.05.2024
1086189700,2. Daire,2022/4133,2024/3196,23.05.2024
1082495000,8. Daire,2022/6283,2024/3134,23.05.2024
1082494500,8. Daire,2024/1207,2024/3137,23.05.2024
1082703600,10. Daire,2022/290,2024/2113,23.05.2024
1083761200,4. Daire,2024/1525,2024/3374,23.05.2024
1083755100,4. Daire,2024/1525,2024/3374,23.05.2024
1083602300,10. Daire,2021/2791,2024/2136,23.05.2024
1084211000,2. Daire,2022/550,2024/3171,23.05.2024
1084210800,2. Daire,2021/17541,2024/3174,23.05.2024
1084609700,12. Daire,2021/5190,2024/2632,23.05.2024
1084391900,10. Daire,2021/2876,2024/2139,23.05.2024
1084392000,10. Daire,2021/2875,2024/2138,23.05.2024
1085568800,4. Daire,2024/840,2024/3357,23.05.2024
1085084200,4. Daire,2024/1793,2024/3362,23.05.2024
1085738500,4. Daire,2024/1416,2024/3375,23.05.2024
1085928800,4. Daire,2023/8407,2024/3371,23.05.2024
1091202500,2. Daire,2021/3377,2024/3185,23.05.2024
1091202400,2. Daire,2021/10331,2024/3186,23.05.2024
1091202800,2. Daire,2022/3728,2024/3168,23.05.2024
1091202700,2. Daire,2021/9426,2024/3175,23.05.2024
1072150000,İdare Dava Daireleri Kurulu,2024/42,2024/1135,22.05.2024
1072437800,6. Daire,2023/2865,2024/3199,22.05.2024
1072536600,6. Daire,2023/1556,2024/3210,22.05.2024
1072533900,6. Daire,2022/262,2024/3202,22.05.2024
1072533500,6. Daire,2022/94,2024/3203,22.05.2024
1072434300,İdare Dava Daireleri Kurulu,2021/1690,2024/1129,22.05.2024
1072530000,6. Daire,2020/10411,2024/3224,22.05.2024
1072435000,6. Daire,2022/1338,2024/3200,22.05.2024
1072226500,İdare Dava Daireleri Kurulu,2022/3056,2024/1145,22.05.2024
1072226200,İdare Dava Daireleri Kurulu,2024/43,2024/1132,22.05.2024
1072225500,İdare Dava Daireleri Kurulu,2022/3059,2024/1144,22.05.2024
1072437100,İdare Dava Daireleri Kurulu,2023/2053,2024/1130,22.05.2024
1072534100,6. Daire,2022/853,2024/3201,22.05.2024
1077274200,8. Daire,2019/1635,2024/3077,22.05.2024
1077274500,8. Daire,2017/1055,2024/3057,22.05.2024
1077371100,8. Daire,2019/1636,2024/3078,22.05.2024
1077534900,8. Daire,2020/3967,2024/3064,22.05.2024
1077534700,8. Daire,2020/4291,2024/3052,22.05.2024
1077534800,8. Daire,2020/3388,2024/3050,22.05.2024
1075617800,8. Daire,2017/4675,2024/3056,22.05.2024
1075618000,8. Daire,2018/1905,2024/3055,22.05.2024
1075407200,8. Daire,2017/3945,2024/3054,22.05.2024
1075407300,8. Daire,2017/3640,2024/3058,22.05.2024
1075617900,8. Daire,2018/918,2024/3053,22.05.2024
1076612300,8. Daire,2020/3965,2024/3063,22.05.2024
1076322800,8. Daire,2022/1008,2024/3061,22.05.2024
1076612400,8. Daire,2020/5412,2024/3065,22.05.2024
1077735600,8. Daire,2021/1241,2024/3049,22.05.2024
1077732700,8. Daire,2020/7735,2024/3051,22.05.2024
1079830100,8. Daire,2020/2501,2024/3059,22.05.2024
1081252500,9. Daire,2023/7494,2024/2954,22.05.2024
1081696000,9. Daire,2023/1373,2024/2990,22.05.2024
1081550400,9. Daire,2023/7253,2024/2953,22.05.2024
1081549300,10. Daire,2020/805,2024/2078,22.05.2024
1082171900,9. Daire,2023/1877,2024/2989,22.05.2024
1082171500,9. Daire,2023/8843,2024/2969,22.05.2024
1082209800,10. Daire,2020/2972,2024/2111,22.05.2024
1082190600,10. Daire,2023/2586,2024/2074,22.05.2024
1082023100,9. Daire,2023/8826,2024/2941,22.05.2024
1082024200,9. Daire,2023/8825,2024/2943,22.05.2024
1082024400,9. Daire,2023/8733,2024/2952,22.05.2024
1082023800,9. Daire,2023/8824,2024/2967,22.05.2024
1082024600,9. Daire,2023/6370,2024/2942,22.05.2024
1082023400,9. Daire,2023/6046,2024/2961,22.05.2024
1082023300,9. Daire,2023/8823,2024/2945,22.05.2024
1082169800,10. Daire,2023/2586,2024/2074,22.05.2024
1080695400,8. Daire,2023/2032,2024/3069,22.05.2024
1080696400,8. Daire,2023/2031,2024/3068,22.05.2024
1080760900,8. Daire,2021/4486,2024/3066,22.05.2024
1080763900,8. Daire,2021/4636,2024/3067,22.05.2024
1086694100,4. Daire,2023/10544,2024/3326,22.05.2024
1086497100,3. Daire,2023/5765,2024/3350,22.05.2024
1086497400,3. Daire,2023/11043,2024/3329,22.05.2024
1086497500,3. Daire,2024/60,2024/3325,22.05.2024
1086180400,3. Daire,2023/5427,2024/3282,22.05.2024
1086187700,2. Daire,2024/75,2024/3131,22.05.2024
1086187800,2. Daire,2024/67,2024/3124,22.05.2024
1086184700,12. Daire,2022/1206,2024/2617,22.05.2024
1086189000,2. Daire,2024/61,2024/3122,22.05.2024
1086188900,2. Daire,2024/85,2024/3135,22.05.2024
1086188200,2. Daire,2024/15,2024/3094,22.05.2024
1086188700,2. Daire,2024/98,2024/3141,22.05.2024
1086188600,2. Daire,2024/41,2024/3109,22.05.2024
1086188800,2. Daire,2024/43,2024/3111,22.05.2024
1086188300,2. Daire,2024/101,2024/3087,22.05.2024
1086188500,2. Daire,2024/80,2024/3133,22.05.2024
1086188400,2. Daire,2024/62,2024/3123,22.05.2024
1086187900,2. Daire,2024/47,2024/3115,22.05.2024
1086189100,2. Daire,2024/45,2024/3113,22.05.2024
1086188100,2. Daire,2024/18,2024/3095,22.05.2024
1086188000,2. Daire,2024/97,2024/3140,22.05.2024
1086189600,2. Daire,2024/65,2024/3085,22.05.2024
1086189500,2. Daire,2024/103,2024/3089,22.05.2024
1086189200,2. Daire,2024/33,2024/3104,22.05.2024
1086189300,2. Daire,2024/32,2024/3103,22.05.2024
1086189400,2. Daire,2024/28,2024/3101,22.05.2024
1082541300,10. Daire,2020/3522,2024/2108,22.05.2024
1082541100,10. Daire,2020/559,2024/2075,22.05.2024
1082541400,10. Daire,2023/3752,2024/2090,22.05.2024
1082589300,10. Daire,2020/3904,2024/2107,22.05.2024
1082494800,8. Daire,2024/2591,2024/3096,22.05.2024
1082541000,10. Daire,2020/484,2024/2076,22.05.2024
1082588600,10. Daire,2020/2161,2024/2112,22.05.2024
1083156500,10. Daire,2020/1251,2024/2077,22.05.2024
1082702200,10. Daire,2019/10218,2024/2102,22.05.2024
1082729200,9. Daire,2023/5087,2024/2963,22.05.2024
1082899300,10. Daire,2024/2803,2024/2104,22.05.2024
1082792600,10. Daire,2024/2755,2024/2101,22.05.2024
1083602800,10. Daire,2021/7433,2024/2091,22.05.2024
1084090700,2. Daire,2021/6254,2024/3145,22.05.2024
1084215900,10. Daire,2021/446,2024/2087,22.05.2024
1083725900,4. Daire,2023/10993,2024/3327,22.05.2024
1083726000,4. Daire,2023/10513,2024/3324,22.05.2024
1084908800,3. Daire,2023/4597,2024/3319,22.05.2024
1084606100,10. Daire,2023/4974,2024/2082,22.05.2024
1084909000,3. Daire,2023/7446,2024/3339,22.05.2024
1084392100,10. Daire,2021/1121,2024/2086,22.05.2024
1084909300,3. Daire,2024/1878,2024/3306,22.05.2024
1085574500,2. Daire,2020/1886,2024/3167,22.05.2024
1085624700,4. Daire,2023/10364,2024/3322,22.05.2024
1085081800,3. Daire,2023/11080,2024/3268,22.05.2024
1085081700,3. Daire,2023/7883,2024/3279,22.05.2024
1085081400,3. Daire,2023/4498,2024/3293,22.05.2024
1085081900,3. Daire,2023/10394,2024/3320,22.05.2024
1085081600,3. Daire,2024/1103,2024/3349,22.05.2024
1085081500,3. Daire,2023/5842,2024/3284,22.05.2024
1085082300,3. Daire,2023/3729,2024/3285,22.05.2024
1085082200,3. Daire,2023/7885,2024/3278,22.05.2024
1085085200,12. Daire,2018/10117,2024/2601,22.05.2024
1085567200,4. Daire,2023/10249,2024/3321,22.05.2024
1085929000,4. Daire,2023/10516,2024/3325,22.05.2024
1085928900,4. Daire,2023/12401,2024/3328,22.05.2024
1085928700,4. Daire,2023/10510,2024/3323,22.05.2024
1087910500,3. Daire,2023/4891,2024/3281,22.05.2024
1088030600,3. Daire,2023/7385,2024/3301,22.05.2024
1088375200,12. Daire,2019/392,2024/2608,22.05.2024
1089387300,2. Daire,2021/10154,2024/3144,22.05.2024
1089839400,2. Daire,2024/48,2024/3116,22.05.2024
1089839700,2. Daire,2024/57,2024/3121,22.05.2024
1089839300,2. Daire,2024/46,2024/3114,22.05.2024
1089839200,2. Daire,2024/42,2024/3110,22.05.2024
1089839800,2. Daire,2024/68,2024/3125,22.05.2024
